ID,damage_grade,Usage
12135,3.0,Private
100101,2.0,Private
343115,1.0,Private
155401,1.0,Private
377912,5.0,Private
317045,4.0,Public
265486,5.0,Public
354047,5.0,Public
356706,4.0,Private
364471,3.0,Private
263002,4.0,Private
302903,3.0,Private
232702,4.0,Private
281788,2.0,Private
387188,5.0,Private
149033,4.0,Private
320536,2.0,Private
206188,5.0,Private
92533,5.0,Private
359342,1.0,Public
195787,5.0,Private
127,1.0,Private
51548,5.0,Private
49808,2.0,Public
209575,3.0,Public
168819,4.0,Private
230785,2.0,Private
153001,4.0,Public
282488,4.0,Private
82267,5.0,Private
73832,3.0,Private
282110,5.0,Private
310645,3.0,Private
240537,4.0,Private
76494,5.0,Private
168129,4.0,Private
298367,5.0,Private
279333,4.0,Private
10686,1.0,Public
347459,4.0,Private
115840,5.0,Private
344578,3.0,Public
123910,3.0,Private
131287,4.0,Private
22060,4.0,Private
135278,4.0,Private
122868,4.0,Public
46630,1.0,Public
167395,3.0,Private
228357,5.0,Private
14000,1.0,Private
351356,1.0,Private
101212,5.0,Private
342188,3.0,Private
168794,4.0,Private
227346,4.0,Public
283792,4.0,Private
83899,3.0,Private
180110,2.0,Private
211507,1.0,Private
284549,5.0,Private
299724,3.0,Private
120764,1.0,Private
158121,5.0,Private
20624,3.0,Public
191317,5.0,Private
355542,2.0,Private
243510,2.0,Public
130207,5.0,Private
382147,2.0,Private
139537,4.0,Private
76636,1.0,Private
238536,2.0,Private
132105,5.0,Private
30036,3.0,Private
51316,5.0,Public
53848,5.0,Public
356003,5.0,Private
71276,2.0,Public
241068,5.0,Public
238289,4.0,Private
218113,5.0,Public
43008,1.0,Private
53506,4.0,Private
48930,4.0,Public
344547,3.0,Public
384998,2.0,Private
33761,3.0,Private
352960,5.0,Private
179120,2.0,Private
86468,4.0,Public
288700,3.0,Private
285785,4.0,Private
278128,5.0,Public
318840,1.0,Private
44230,1.0,Private
144577,5.0,Private
97467,5.0,Private
334619,5.0,Private
93921,2.0,Public
124808,4.0,Private
31024,3.0,Private
39320,3.0,Private
135664,5.0,Private
282978,5.0,Public
225699,4.0,Private
60746,4.0,Private
179154,3.0,Public
377013,2.0,Private
256067,5.0,Private
49407,5.0,Private
176083,3.0,Private
133755,5.0,Public
20923,4.0,Private
295944,2.0,Private
74532,5.0,Public
66167,5.0,Private
230855,4.0,Private
208261,4.0,Private
23526,4.0,Private
201600,3.0,Private
63784,3.0,Private
94892,3.0,Public
204500,1.0,Public
312794,5.0,Private
235934,1.0,Public
234040,4.0,Private
99296,3.0,Public
218261,2.0,Private
89374,1.0,Private
290320,1.0,Public
79157,5.0,Private
318014,3.0,Private
40802,5.0,Public
353852,4.0,Public
365370,1.0,Private
256419,5.0,Private
284670,2.0,Public
3556,5.0,Public
256057,3.0,Private
100410,4.0,Public
118234,5.0,Private
380324,5.0,Public
159202,5.0,Public
94487,5.0,Public
194088,5.0,Private
216258,4.0,Public
143265,2.0,Private
213546,4.0,Private
353670,5.0,Private
57147,3.0,Private
36215,5.0,Private
51704,2.0,Private
166836,3.0,Private
253405,2.0,Private
62992,5.0,Private
31967,4.0,Public
122254,5.0,Private
329851,5.0,Private
320430,5.0,Public
60128,4.0,Private
221301,4.0,Private
332715,1.0,Public
120366,2.0,Private
92352,5.0,Private
57566,4.0,Private
58016,3.0,Public
356467,1.0,Private
18901,3.0,Private
286409,4.0,Private
31272,4.0,Private
249517,1.0,Private
113893,3.0,Private
10744,5.0,Public
106152,5.0,Public
188540,5.0,Private
90164,1.0,Private
67864,2.0,Private
256586,4.0,Private
364957,1.0,Private
150335,3.0,Private
385227,2.0,Private
381431,3.0,Public
377060,5.0,Private
232530,2.0,Private
370560,5.0,Private
146701,5.0,Public
317479,5.0,Private
19558,4.0,Private
313261,2.0,Public
80401,2.0,Private
204768,4.0,Public
224951,5.0,Public
70712,4.0,Public
95627,3.0,Private
176719,5.0,Private
171011,5.0,Public
59165,4.0,Public
36562,5.0,Public
251544,1.0,Private
329133,4.0,Private
362935,5.0,Public
150621,2.0,Private
369903,5.0,Private
149311,1.0,Private
100387,2.0,Private
336288,4.0,Private
159773,2.0,Private
6826,3.0,Private
310245,3.0,Private
177707,4.0,Private
181834,4.0,Private
295488,5.0,Private
265224,4.0,Private
298634,5.0,Private
218258,5.0,Private
309656,5.0,Private
320128,2.0,Private
353986,5.0,Public
60845,5.0,Private
61901,1.0,Private
293821,1.0,Private
258005,3.0,Private
26301,1.0,Public
350458,4.0,Private
112276,4.0,Private
45491,3.0,Private
204723,4.0,Public
230949,1.0,Private
39176,3.0,Private
244003,5.0,Public
267021,5.0,Private
146504,5.0,Private
20194,4.0,Private
434,1.0,Private
191058,5.0,Public
298272,1.0,Private
303979,3.0,Private
359010,5.0,Private
18090,4.0,Public
354991,3.0,Private
282437,5.0,Private
99339,3.0,Private
197064,4.0,Private
111055,5.0,Public
309204,2.0,Private
326040,5.0,Private
128004,4.0,Private
227605,5.0,Private
16645,5.0,Private
55708,5.0,Private
260832,3.0,Private
165897,5.0,Private
146663,1.0,Public
90956,5.0,Public
83036,5.0,Private
304604,3.0,Private
45532,3.0,Private
85456,4.0,Public
321844,3.0,Public
173058,4.0,Private
142580,5.0,Private
192954,1.0,Public
275620,4.0,Public
305805,1.0,Public
17003,3.0,Private
106057,4.0,Private
221221,4.0,Public
238983,3.0,Private
303874,4.0,Private
368839,3.0,Private
14252,3.0,Private
185328,4.0,Private
357134,3.0,Private
303545,1.0,Private
267058,5.0,Private
376463,4.0,Public
90801,4.0,Private
324867,4.0,Public
156068,5.0,Public
334726,4.0,Private
213258,3.0,Public
372417,3.0,Private
272136,3.0,Private
300487,5.0,Private
208747,4.0,Private
333400,5.0,Public
310426,4.0,Private
126790,5.0,Private
279316,4.0,Private
296907,5.0,Public
202376,2.0,Private
95639,4.0,Private
208938,5.0,Private
337100,2.0,Public
259540,2.0,Private
292697,5.0,Public
191754,5.0,Private
373686,2.0,Public
358420,4.0,Private
180769,1.0,Public
220169,5.0,Private
61922,3.0,Private
61998,4.0,Private
368529,1.0,Private
56246,4.0,Public
344317,5.0,Public
312635,1.0,Private
253461,2.0,Private
287350,5.0,Private
357023,4.0,Private
306998,2.0,Public
169604,5.0,Private
240306,3.0,Private
95619,5.0,Private
16161,5.0,Private
300539,5.0,Private
185634,5.0,Public
159377,5.0,Public
283993,5.0,Private
24023,5.0,Private
165900,4.0,Public
153915,2.0,Private
90202,5.0,Private
284490,4.0,Public
42729,5.0,Public
50461,5.0,Private
303943,1.0,Private
337573,4.0,Private
172255,4.0,Private
373752,3.0,Private
261700,1.0,Public
93125,5.0,Private
115081,3.0,Private
254368,1.0,Private
41467,1.0,Private
166002,4.0,Private
340421,5.0,Private
164960,5.0,Private
170759,3.0,Private
3698,5.0,Private
334514,5.0,Public
51564,3.0,Private
57690,5.0,Public
141508,5.0,Private
351459,3.0,Private
257598,2.0,Public
20466,2.0,Private
153762,2.0,Private
175938,1.0,Private
79296,5.0,Public
151672,4.0,Private
42091,5.0,Public
110470,3.0,Public
187186,2.0,Private
22282,5.0,Private
167531,5.0,Private
323271,4.0,Private
121880,1.0,Private
18605,1.0,Private
215711,5.0,Private
326387,4.0,Private
328985,2.0,Private
86258,3.0,Public
338900,1.0,Private
103460,5.0,Private
106767,4.0,Public
151683,5.0,Private
239875,3.0,Private
299476,5.0,Private
138713,1.0,Private
294517,3.0,Private
209417,5.0,Private
270385,3.0,Private
238291,5.0,Private
289355,5.0,Private
369765,4.0,Public
306662,3.0,Private
203271,5.0,Private
135824,5.0,Public
345621,5.0,Public
381628,5.0,Private
353448,5.0,Private
367662,5.0,Public
206743,1.0,Private
182409,3.0,Private
147068,3.0,Private
117806,1.0,Private
42553,4.0,Private
81043,5.0,Private
379618,2.0,Private
4766,2.0,Private
139906,2.0,Private
296448,4.0,Private
12118,3.0,Private
220017,1.0,Public
300544,1.0,Private
218579,5.0,Private
99926,5.0,Private
365201,4.0,Public
338317,5.0,Private
223728,4.0,Public
198953,3.0,Private
378832,3.0,Private
24988,5.0,Private
175846,5.0,Public
349891,4.0,Private
4254,1.0,Private
301098,5.0,Private
178073,5.0,Public
56447,3.0,Public
327612,5.0,Private
76837,5.0,Public
170819,2.0,Private
358241,4.0,Private
145445,5.0,Private
27251,5.0,Private
130153,4.0,Private
232641,3.0,Private
66989,3.0,Private
168267,5.0,Private
218613,5.0,Private
3933,5.0,Private
384160,5.0,Public
140027,3.0,Public
123880,2.0,Public
218524,1.0,Private
193359,3.0,Public
92891,5.0,Private
170838,5.0,Public
336300,2.0,Private
28843,3.0,Private
154496,5.0,Public
11287,5.0,Private
163391,2.0,Public
56410,5.0,Public
140353,5.0,Private
244550,5.0,Public
333745,4.0,Private
385517,4.0,Private
378493,4.0,Public
238583,5.0,Public
146248,5.0,Private
15809,4.0,Private
298408,5.0,Private
224829,3.0,Private
1513,1.0,Public
335598,3.0,Private
245706,1.0,Private
39140,4.0,Private
184538,4.0,Private
226601,3.0,Private
204471,5.0,Private
302935,1.0,Private
139214,1.0,Private
257240,1.0,Private
295872,2.0,Public
305494,1.0,Private
299653,4.0,Public
7798,3.0,Public
158191,2.0,Public
123363,5.0,Private
349919,5.0,Private
262831,4.0,Private
280234,1.0,Private
288295,3.0,Private
223536,3.0,Private
41624,1.0,Private
156507,5.0,Private
211135,4.0,Public
138769,4.0,Private
380769,4.0,Private
286204,1.0,Private
116487,5.0,Private
224977,5.0,Public
97277,4.0,Private
381566,1.0,Private
276434,5.0,Private
37142,4.0,Private
86594,4.0,Private
385029,3.0,Private
89264,5.0,Private
15016,5.0,Public
267879,4.0,Private
15808,5.0,Private
29524,1.0,Private
275648,4.0,Public
101658,4.0,Private
340538,2.0,Private
222219,2.0,Public
186853,3.0,Private
215822,4.0,Private
102394,1.0,Private
23212,3.0,Public
57783,5.0,Private
103353,3.0,Private
283248,2.0,Private
291610,5.0,Public
151688,3.0,Private
351767,5.0,Private
151171,2.0,Private
6593,3.0,Private
32270,5.0,Private
358366,5.0,Private
225381,4.0,Private
172354,2.0,Public
124257,4.0,Public
221832,4.0,Private
213433,4.0,Public
266484,3.0,Private
31423,3.0,Private
27237,3.0,Private
59461,3.0,Private
212373,3.0,Private
380188,2.0,Private
139246,4.0,Private
163198,4.0,Private
29414,5.0,Private
174229,2.0,Public
343280,3.0,Public
259366,5.0,Public
338042,4.0,Public
319230,5.0,Private
209842,5.0,Public
159860,3.0,Private
220301,4.0,Public
280675,2.0,Private
178970,5.0,Private
86709,4.0,Public
143380,5.0,Public
36495,5.0,Private
334360,1.0,Private
67095,5.0,Private
13362,3.0,Public
315102,3.0,Private
292255,3.0,Private
250786,4.0,Public
188655,1.0,Private
155746,2.0,Private
144836,3.0,Private
157193,2.0,Public
6346,5.0,Private
14733,5.0,Private
247757,5.0,Private
19074,3.0,Private
332934,5.0,Public
344399,4.0,Private
6377,2.0,Public
350532,3.0,Public
64376,5.0,Public
341576,1.0,Private
348362,2.0,Public
145477,4.0,Private
10347,4.0,Private
155347,4.0,Public
200100,1.0,Private
305993,5.0,Private
222356,4.0,Private
85061,5.0,Private
305621,1.0,Private
309915,4.0,Private
95186,2.0,Private
181648,5.0,Private
377615,1.0,Private
346839,4.0,Private
180484,5.0,Private
218927,5.0,Private
83248,3.0,Private
94996,4.0,Private
119578,5.0,Private
215574,2.0,Public
204095,2.0,Public
54889,5.0,Public
180278,1.0,Private
330694,1.0,Private
207139,5.0,Private
251391,3.0,Public
244488,5.0,Private
37419,3.0,Private
276397,5.0,Private
214741,5.0,Private
108111,3.0,Public
329478,3.0,Private
213385,4.0,Private
174147,3.0,Private
20264,4.0,Private
322846,5.0,Private
267589,4.0,Private
246025,5.0,Private
249235,2.0,Private
164257,4.0,Private
48352,4.0,Public
29402,4.0,Private
325071,4.0,Private
198806,3.0,Private
27950,5.0,Private
110572,2.0,Private
82670,1.0,Private
309567,3.0,Private
369549,5.0,Private
128537,5.0,Private
1909,2.0,Private
382533,5.0,Private
34426,3.0,Private
364562,5.0,Private
297549,1.0,Public
61210,2.0,Private
46014,5.0,Private
269988,5.0,Public
230995,5.0,Public
249216,2.0,Private
217239,5.0,Public
22975,5.0,Private
25147,1.0,Private
71171,5.0,Private
165782,4.0,Private
135035,5.0,Public
285929,5.0,Public
135325,2.0,Public
253079,1.0,Private
39046,2.0,Private
236389,2.0,Private
357560,4.0,Private
42222,4.0,Public
180858,4.0,Public
68171,5.0,Private
238625,4.0,Public
384084,5.0,Private
208182,1.0,Private
25865,2.0,Public
205901,2.0,Private
76342,5.0,Private
80512,5.0,Private
8506,5.0,Private
202763,4.0,Private
16121,5.0,Private
41784,5.0,Private
224630,2.0,Private
72337,5.0,Private
331834,4.0,Private
289914,3.0,Private
84925,4.0,Private
230024,4.0,Public
363813,5.0,Public
169570,5.0,Private
265330,4.0,Public
15279,1.0,Public
222611,4.0,Private
87302,2.0,Private
48238,3.0,Private
114542,3.0,Public
167715,1.0,Private
57124,2.0,Private
86491,4.0,Private
354523,4.0,Private
211859,4.0,Private
176725,1.0,Public
147653,4.0,Private
9883,3.0,Private
186026,1.0,Private
368367,1.0,Private
26873,5.0,Private
102121,1.0,Private
298126,1.0,Private
346088,5.0,Private
259290,3.0,Public
154618,4.0,Private
12951,5.0,Public
5661,5.0,Public
349206,4.0,Private
216490,4.0,Public
124343,5.0,Private
327640,4.0,Private
229211,4.0,Public
194748,4.0,Private
216089,1.0,Private
80684,3.0,Private
45497,2.0,Private
254380,5.0,Private
142716,3.0,Private
271453,3.0,Public
86458,4.0,Public
47988,4.0,Private
48132,4.0,Private
129554,4.0,Private
24103,4.0,Private
177278,2.0,Private
167274,5.0,Public
316499,2.0,Public
171445,4.0,Private
15811,4.0,Public
35417,2.0,Private
221671,5.0,Private
320261,4.0,Private
100831,1.0,Private
305017,3.0,Private
66267,3.0,Public
286815,2.0,Private
127673,1.0,Public
326299,5.0,Private
822,4.0,Private
330340,1.0,Public
376088,4.0,Private
3622,4.0,Private
80714,3.0,Private
225233,2.0,Private
200197,5.0,Private
210717,2.0,Private
157609,4.0,Private
208451,5.0,Public
249234,3.0,Private
354590,2.0,Private
285831,4.0,Public
33286,5.0,Private
98290,4.0,Public
71257,5.0,Public
120051,3.0,Private
116755,4.0,Private
348909,3.0,Private
40226,2.0,Public
265443,4.0,Private
210927,4.0,Private
267685,5.0,Private
327325,5.0,Private
326644,4.0,Public
367214,1.0,Private
4494,2.0,Private
282842,5.0,Private
181357,3.0,Private
367300,3.0,Private
157912,4.0,Public
213701,5.0,Public
100724,4.0,Private
271400,5.0,Private
4426,1.0,Private
330037,5.0,Private
342082,5.0,Private
48707,4.0,Private
1346,3.0,Private
340966,4.0,Private
978,4.0,Public
141587,4.0,Private
110007,4.0,Private
154259,4.0,Private
76507,1.0,Private
64609,5.0,Private
23275,1.0,Private
191148,3.0,Private
377104,5.0,Public
164190,5.0,Private
175082,1.0,Public
205489,4.0,Public
24008,5.0,Public
236706,4.0,Public
315204,3.0,Private
144040,3.0,Public
38473,1.0,Private
159943,4.0,Public
164981,5.0,Public
345036,5.0,Private
242537,5.0,Private
179456,5.0,Public
258656,3.0,Private
165305,1.0,Private
379697,2.0,Private
92507,1.0,Private
144667,1.0,Private
175055,4.0,Private
314583,5.0,Public
31911,5.0,Private
194111,5.0,Private
123307,5.0,Private
303374,5.0,Public
372678,1.0,Public
39220,5.0,Private
265857,3.0,Public
297182,5.0,Public
124121,3.0,Private
58260,2.0,Private
7315,4.0,Private
283006,2.0,Public
250409,2.0,Private
218831,3.0,Private
211953,3.0,Private
1549,5.0,Private
157977,3.0,Public
3842,5.0,Public
335220,1.0,Private
153715,5.0,Public
260425,4.0,Private
154565,4.0,Public
300414,3.0,Public
5574,5.0,Private
352077,3.0,Private
173431,4.0,Private
26704,5.0,Private
156678,4.0,Public
342787,5.0,Private
109562,5.0,Public
67729,3.0,Private
276202,2.0,Private
269542,5.0,Public
143289,4.0,Private
45416,4.0,Private
289020,4.0,Public
361962,4.0,Private
263018,4.0,Private
226623,4.0,Private
381964,2.0,Private
210088,3.0,Public
217454,4.0,Private
353556,2.0,Private
71113,5.0,Public
347284,3.0,Public
62772,2.0,Private
204204,2.0,Private
275503,3.0,Private
52174,5.0,Private
228138,4.0,Private
342281,3.0,Private
176033,4.0,Private
183762,4.0,Private
260276,4.0,Public
188601,3.0,Public
108391,5.0,Private
344361,3.0,Private
354434,5.0,Private
58744,4.0,Private
317134,3.0,Private
76868,2.0,Public
213640,5.0,Private
237698,5.0,Private
86726,1.0,Private
379433,2.0,Private
151384,4.0,Public
96902,5.0,Public
79668,1.0,Private
162208,4.0,Private
191974,5.0,Private
3435,5.0,Private
77477,3.0,Private
328556,2.0,Private
161022,1.0,Private
364740,2.0,Public
29862,4.0,Public
216520,5.0,Private
178937,4.0,Private
58931,5.0,Public
66094,5.0,Private
170292,5.0,Public
243858,4.0,Private
256426,5.0,Private
266999,2.0,Private
313369,5.0,Private
279860,5.0,Private
202821,2.0,Private
310179,1.0,Private
347304,2.0,Public
302824,5.0,Private
7368,5.0,Private
253167,5.0,Private
208136,1.0,Private
2580,5.0,Public
296326,1.0,Public
51108,4.0,Public
149424,4.0,Private
366058,4.0,Public
122612,4.0,Private
167865,2.0,Public
49328,1.0,Private
269865,4.0,Private
258708,5.0,Private
14589,3.0,Private
54749,4.0,Private
225074,5.0,Private
145972,5.0,Private
82278,2.0,Public
336638,5.0,Public
183663,4.0,Private
281295,3.0,Private
272872,5.0,Public
312574,1.0,Private
98013,3.0,Public
144201,5.0,Public
358334,2.0,Public
149313,2.0,Private
369215,5.0,Public
190794,2.0,Private
260625,3.0,Private
258544,5.0,Private
100364,5.0,Private
253959,5.0,Public
343213,4.0,Public
263933,2.0,Public
215708,4.0,Private
30273,5.0,Public
377256,5.0,Private
98972,4.0,Public
254197,5.0,Public
255214,5.0,Private
102952,4.0,Private
335498,4.0,Private
170708,4.0,Public
42170,4.0,Private
12236,4.0,Private
294937,1.0,Public
56264,3.0,Private
31478,4.0,Private
154200,4.0,Private
310353,5.0,Public
372373,4.0,Private
352063,3.0,Public
102954,1.0,Public
266383,5.0,Private
42263,5.0,Public
46002,4.0,Private
137392,4.0,Private
167947,4.0,Public
8099,5.0,Public
360744,4.0,Private
323968,4.0,Public
217945,4.0,Private
54240,5.0,Private
209509,5.0,Private
291867,5.0,Private
377641,4.0,Public
31262,5.0,Private
203947,4.0,Public
89118,3.0,Public
319475,5.0,Public
68908,3.0,Private
301205,4.0,Private
105215,4.0,Private
257429,4.0,Private
332646,5.0,Private
96420,2.0,Public
363681,3.0,Private
75575,4.0,Public
31756,4.0,Private
372638,5.0,Private
305684,3.0,Private
288883,5.0,Private
146686,3.0,Private
55259,5.0,Private
50115,2.0,Private
71039,5.0,Private
217822,1.0,Public
244681,4.0,Private
258546,5.0,Private
168162,4.0,Private
144553,3.0,Private
22155,4.0,Private
5413,4.0,Private
14679,3.0,Public
315441,4.0,Private
57178,4.0,Private
335638,3.0,Private
24949,4.0,Private
71819,2.0,Private
77042,2.0,Private
83677,5.0,Private
76922,4.0,Private
315450,4.0,Public
69305,3.0,Public
339522,5.0,Private
137673,4.0,Public
215681,5.0,Public
369683,5.0,Private
352740,5.0,Private
5969,4.0,Private
320754,2.0,Public
225309,4.0,Private
73521,2.0,Private
361040,4.0,Private
19250,2.0,Private
89003,4.0,Private
106568,2.0,Private
222023,5.0,Private
374973,5.0,Private
312039,1.0,Private
317821,1.0,Private
353029,5.0,Public
140793,5.0,Private
216384,3.0,Private
273886,4.0,Private
244851,3.0,Private
17582,5.0,Private
287504,3.0,Private
365411,1.0,Public
44467,2.0,Public
367328,2.0,Private
319728,4.0,Private
62612,3.0,Public
136659,2.0,Private
258359,5.0,Public
367293,3.0,Private
311248,4.0,Public
454,1.0,Private
240526,3.0,Public
11172,1.0,Private
52769,5.0,Private
84603,4.0,Private
46181,5.0,Private
4115,4.0,Public
232100,3.0,Private
107005,1.0,Private
40680,5.0,Public
149565,5.0,Private
197130,4.0,Private
303586,3.0,Public
32978,1.0,Private
142304,4.0,Public
158075,4.0,Private
210403,5.0,Private
88222,3.0,Private
277848,5.0,Public
379812,3.0,Private
209563,2.0,Public
140769,2.0,Private
4953,4.0,Public
134461,5.0,Private
343159,5.0,Private
2400,3.0,Private
29678,5.0,Private
204644,1.0,Private
364439,3.0,Private
112277,5.0,Private
77939,4.0,Private
225027,4.0,Public
342271,3.0,Private
18272,4.0,Private
107200,2.0,Private
137697,5.0,Public
103673,1.0,Public
248521,5.0,Private
272784,3.0,Private
125193,5.0,Private
365635,4.0,Public
276998,5.0,Private
130016,5.0,Private
378352,4.0,Public
59275,3.0,Public
189723,4.0,Private
26600,4.0,Private
13904,3.0,Public
10008,1.0,Public
10730,3.0,Private
180675,4.0,Private
